customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment,customer_name,gender,age,city,province,signup_date,signup_channel,is_churned,age_group,churn_probability
369,4,1,5571.0,5,1,2,512,New Customers,Ali Qureshi,Male,31,Islamabad,Islamabad Capital Territory,2025-07-12,Facebook Ads,0,26-35 (Young Millennials),0.05965315470403173
371,93,1,7320.0,3,1,2,312,Promising / Warm,Usman Abbasi,Female,35,Lahore,Punjab,2024-06-19,TikTok Ads,1,26-35 (Young Millennials),0.9427116796930339
372,76,1,32131.0,4,1,3,413,New Customers,Faisal Gill,Male,29,Lahore,Punjab,2026-01-14,Facebook Ads,0,26-35 (Young Millennials),0.06981456465527655
373,205,1,1759.5,2,1,1,211,Hibernating,Asad Hashmi,Female,29,Multan,Punjab,2025-10-16,Facebook Ads,1,26-35 (Young Millennials),0.9470827219493902
374,92,2,133175.5,3,4,4,344,Loyal Customers,Ahmed Ali,Female,31,Karachi,Sindh,2025-01-07,Facebook Ads,1,26-35 (Young Millennials),0.9170035006045917
375,6,2,16080.0,5,4,2,542,Lost / Inactive,Tariq Butt,Male,19,Faisalabad,Punjab,2026-05-19,Google Ads,0,18-25 (Gen Z),0.05360783697696623
376,257,2,50663.0,2,4,3,243,At Risk / Slipping,Nida Gill,Other,41,Quetta,Balochistan,2024-03-09,Facebook Ads,1,36-50 (Older Millennials),0.9615570354304723
377,35,13,720978.5,4,5,5,455,Champions,Sana Mughal,Male,32,Rawalpindi,Punjab,2025-09-11,Organic,0,26-35 (Young Millennials),0.00358309329532259
378,294,1,1300.0,2,1,1,211,Hibernating,Hamza Gill,Female,33,Rawalpindi,Punjab,2025-03-30,TikTok Ads,1,26-35 (Young Millennials),0.9590887329777482
381,203,1,39400.0,2,1,3,213,Hibernating,Hina Butt,Female,24,Karachi,Sindh,2025-07-29,Google Ads,1,18-25 (Gen Z),0.9560373635816355
382,69,5,148286.0,4,5,4,454,Champions,Zain Siddiqui,Female,44,Karachi,Sindh,2024-08-07,TikTok Ads,0,36-50 (Older Millennials),0.030853543231059093
383,77,1,5710.0,4,1,2,412,New Customers,Nida Abbasi,Female,36,Karachi,Sindh,2024-07-23,Google Ads,0,36-50 (Older Millennials),0.048026983150012095
384,70,12,702152.0,4,5,5,455,Champions,Zain Malik,Female,24,Karachi,Sindh,2024-06-25,Facebook Ads,0,18-25 (Gen Z),0.002565554068600749
385,163,2,42132.5,3,4,3,343,Loyal Customers,Faisal Gill,Female,26,Lahore,Punjab,2025-11-14,Facebook Ads,1,26-35 (Young Millennials),0.9417604126979486
386,217,1,1350.0,2,1,1,211,Hibernating,Asad Ali,Female,18,Islamabad,Islamabad Capital Territory,2024-11-03,Direct,1,18-25 (Gen Z),0.9510520235107639
387,58,14,658286.5,4,5,5,455,Champions,Fatima Butt,Male,22,Karachi,Sindh,2024-05-04,Referral,0,18-25 (Gen Z),0.0051770573420554765
388,117,6,67550.5,3,5,3,353,Loyal Customers,Ayesha Malik,Female,29,Karachi,Sindh,2024-01-27,Google Ads,1,26-35 (Young Millennials),0.7393241022141926
389,47,1,7752.0,4,1,2,412,New Customers,Asad Farooq,Female,42,Lahore,Punjab,2026-04-02,Facebook Ads,0,36-50 (Older Millennials),0.0539028796718015
390,37,9,313201.0,4,5,5,455,Champions,Hassan Malik,Male,37,Karachi,Sindh,2024-03-08,Google Ads,0,36-50 (Older Millennials),0.005306733957666062
392,88,6,161738.5,3,5,4,354,Loyal Customers,Mariam Qureshi,Male,24,Lahore,Punjab,2024-05-08,Facebook Ads,0,18-25 (Gen Z),0.04860192262572711
393,0,1,531.0,5,1,1,511,New Customers,Omer Ali,Female,44,Rawalpindi,Punjab,2024-05-11,Facebook Ads,0,36-50 (Older Millennials),0.051922099577326915
394,73,1,6360.0,4,1,2,412,New Customers,Amna Farooq,Male,35,Karachi,Sindh,2026-02-25,Facebook Ads,0,26-35 (Young Millennials),0.07540417921554955
395,4,1,8160.0,5,1,2,512,New Customers,Hamza Qureshi,Male,41,Karachi,Sindh,2026-05-01,Direct,0,36-50 (Older Millennials),0.07580855080024901
396,122,1,4080.0,3,1,2,312,Promising / Warm,Zain Jatoi,Male,37,Karachi,Sindh,2024-06-14,Google Ads,1,36-50 (Older Millennials),0.9588965880228024
397,4,1,2318.0,5,1,2,512,New Customers,Omer Iqbal,Female,35,Islamabad,Islamabad Capital Territory,2026-05-16,Organic,0,26-35 (Young Millennials),0.04040027630473071
398,86,4,96962.5,3,4,4,344,Loyal Customers,Ali Siddiqui,Female,33,Karachi,Sindh,2024-05-08,Organic,0,26-35 (Young Millennials),0.04494294329794692
399,58,1,95099.5,4,1,4,414,New Customers,Raza Abbasi,Male,40,Lahore,Punjab,2025-05-29,TikTok Ads,0,36-50 (Older Millennials),0.0527227835754058
400,601,1,671.5,1,1,1,111,Hibernating,Raza Butt,Male,31,Lahore,Punjab,2024-06-24,Organic,1,26-35 (Young Millennials),0.9484480134067559
401,11,1,3260.0,5,1,2,512,New Customers,Yasmin Hashmi,Female,24,Faisalabad,Punjab,2026-05-12,Facebook Ads,0,18-25 (Gen Z),0.08669822289433907
403,3,1,1350.0,5,1,1,511,New Customers,Ahmed Baig,Male,34,Islamabad,Islamabad Capital Territory,2026-02-24,Google Ads,0,26-35 (Young Millennials),0.0644698673593173
404,99,2,3824.0,3,4,2,342,Lost / Inactive,Sara Qureshi,Male,25,Lahore,Punjab,2025-05-24,Organic,1,18-25 (Gen Z),0.9020189841563826
405,159,2,86952.0,3,4,4,344,Loyal Customers,Raza Farooq,Female,30,Karachi,Sindh,2025-05-09,TikTok Ads,1,26-35 (Young Millennials),0.9243510549426723
406,153,1,4312.0,3,1,2,312,Promising / Warm,Sana Dar,Male,30,Karachi,Sindh,2025-12-06,Facebook Ads,1,26-35 (Young Millennials),0.9518185548208276
407,32,15,484764.5,4,5,5,455,Champions,Ahmed Butt,Female,27,Faisalabad,Punjab,2025-04-20,Organic,0,26-35 (Young Millennials),0.01269573440143021
408,99,1,12958.0,3,1,2,312,Promising / Warm,Ayesha Shah,Female,18,Islamabad,Islamabad Capital Territory,2026-01-05,Google Ads,1,18-25 (Gen Z),0.9513567062902074
409,46,1,31233.5,4,1,3,413,New Customers,Omer Mughal,Male,20,Sialkot,Punjab,2026-02-17,Facebook Ads,0,18-25 (Gen Z),0.06981456465527655
410,474,1,30170.0,1,1,3,113,Hibernating,Asad Jatoi,Female,18,Faisalabad,Punjab,2024-09-04,TikTok Ads,1,18-25 (Gen Z),0.9630529420411953
412,6,12,483026.5,5,5,5,555,Champions,Zain Ahmed,Female,26,Multan,Punjab,2025-09-22,Google Ads,0,26-35 (Young Millennials),0.0023305831571592494
413,8,2,17100.0,5,4,2,542,Lost / Inactive,Mariam Iqbal,Male,35,Multan,Punjab,2026-04-13,Facebook Ads,0,26-35 (Young Millennials),0.04787092626960484
414,14,1,53001.0,5,1,3,513,New Customers,Omer Baig,Male,18,Lahore,Punjab,2026-02-20,TikTok Ads,0,18-25 (Gen Z),0.04918637192606768
415,35,12,742464.5,4,5,5,455,Champions,Fatima Cheema,Female,24,Islamabad,Islamabad Capital Territory,2025-05-25,Direct,0,18-25 (Gen Z),0.010769406671759614
416,422,1,256.5,2,1,1,211,Hibernating,Usman Cheema,Other,33,Karachi,Sindh,2025-02-06,Facebook Ads,1,26-35 (Young Millennials),0.9508404833326212
417,89,1,46536.0,3,1,3,313,Promising / Warm,Tariq Gill,Male,29,Karachi,Sindh,2025-08-20,Direct,0,26-35 (Young Millennials),0.06612915701853764
419,13,1,84090.0,5,1,4,514,New Customers,Raza Cheema,Male,39,Karachi,Sindh,2026-05-17,Google Ads,0,36-50 (Older Millennials),0.04935166461853124
420,60,4,105134.5,4,4,4,444,Champions,Zain Qureshi,Female,18,Quetta,Balochistan,2026-01-14,Facebook Ads,0,18-25 (Gen Z),0.003857459880187153
421,485,3,245002.5,1,4,5,145,At Risk / Slipping,Asad Dar,Female,19,Rawalpindi,Punjab,2024-02-22,Facebook Ads,1,18-25 (Gen Z),0.8732817467949304
422,450,2,29805.0,1,4,3,143,At Risk / Slipping,Sara Farooq,Female,39,Quetta,Balochistan,2024-03-16,Google Ads,1,36-50 (Older Millennials),0.9156920023785738
423,21,1,75681.0,5,1,4,514,New Customers,Kiran Jatoi,Female,30,Karachi,Sindh,2026-04-25,Organic,0,26-35 (Young Millennials),0.05969669957425328
424,38,13,391198.0,4,5,5,455,Champions,Nida Hashmi,Male,19,Lahore,Punjab,2025-02-07,Facebook Ads,0,18-25 (Gen Z),0.004263319539666481
425,13,4,95351.5,5,4,4,544,Champions,Asad Shah,Female,42,Karachi,Sindh,2026-02-12,Facebook Ads,0,36-50 (Older Millennials),0.023644197836683832
426,91,1,17792.0,3,1,2,312,Promising / Warm,Hamza Raza,Female,36,Karachi,Sindh,2025-05-27,Organic,1,36-50 (Older Millennials),0.8511934648174366
427,89,1,74670.0,3,1,4,314,Promising / Warm,Ahmed Ahmed,Other,27,Faisalabad,Punjab,2025-12-31,Organic,0,26-35 (Young Millennials),0.058449543822701726
428,204,1,187676.0,2,1,5,215,Hibernating,Omer Cheema,Male,46,Lahore,Punjab,2025-09-12,Direct,0,36-50 (Older Millennials),0.7909428543213605
429,142,1,13640.0,3,1,2,312,Promising / Warm,Tariq Malik,Female,27,Karachi,Sindh,2024-06-15,Facebook Ads,1,26-35 (Young Millennials),0.9447838677971565
430,31,1,21921.5,4,1,3,413,New Customers,Kiran Hashmi,Female,28,Lahore,Punjab,2025-08-30,Direct,0,26-35 (Young Millennials),0.06845785658487653
431,92,1,4350.0,3,1,2,312,Promising / Warm,Omer Jatoi,Female,35,Karachi,Sindh,2025-12-26,Google Ads,0,26-35 (Young Millennials),0.6298323151025031
432,106,6,126363.5,3,5,4,354,Loyal Customers,Sara Abbasi,Male,29,Karachi,Sindh,2025-01-12,Facebook Ads,1,26-35 (Young Millennials),0.9175355121760844
433,5,10,555426.0,5,5,5,555,Champions,Omer Sheikh,Female,37,Lahore,Punjab,2026-03-26,Google Ads,0,36-50 (Older Millennials),0.004916456178513137
434,142,1,32670.5,3,1,3,313,Promising / Warm,Hina Khan,Female,32,Lahore,Punjab,2025-11-02,TikTok Ads,1,26-35 (Young Millennials),0.9574665742671685
435,37,1,58360.0,4,1,3,413,New Customers,Amna Baig,Male,38,Karachi,Sindh,2025-08-20,TikTok Ads,0,36-50 (Older Millennials),0.058852316685854264
436,98,1,40985.0,3,1,3,313,Promising / Warm,Saad Butt,Female,21,Quetta,Balochistan,2024-05-31,Facebook Ads,1,18-25 (Gen Z),0.9413442170134266
437,70,1,216.0,4,1,1,411,New Customers,Yasmin Iqbal,Other,25,Faisalabad,Punjab,2025-12-18,Facebook Ads,0,18-25 (Gen Z),0.0543132686980772
438,427,1,226199.5,1,1,5,115,Hibernating,Zain Raza,Other,45,Islamabad,Islamabad Capital Territory,2024-11-17,Organic,1,36-50 (Older Millennials),0.9691990903964717
439,433,1,52046.0,1,1,3,113,Hibernating,Mariam Malik,Male,31,Lahore,Punjab,2025-02-24,TikTok Ads,1,26-35 (Young Millennials),0.9555032620915146
440,98,2,81311.0,3,4,4,344,Loyal Customers,Tariq Hashmi,Male,32,Faisalabad,Punjab,2025-12-23,TikTok Ads,1,26-35 (Young Millennials),0.9004923246859606
441,91,1,1656.0,3,1,1,311,Promising / Warm,Hamza Jatoi,Female,38,Karachi,Sindh,2025-11-09,TikTok Ads,1,36-50 (Older Millennials),0.8547263889283089
442,133,5,240890.5,3,5,5,355,Loyal Customers,Saad Jatoi,Male,39,Lahore,Punjab,2025-04-15,TikTok Ads,1,36-50 (Older Millennials),0.8753117360790416
443,7,13,666725.5,5,5,5,555,Champions,Hassan Shah,Female,32,Gujranwala,Punjab,2025-09-16,Facebook Ads,0,26-35 (Young Millennials),0.002194549197183506
444,17,6,206099.0,5,5,5,555,Champions,Saad Raza,Female,23,Quetta,Balochistan,2025-07-25,Google Ads,0,18-25 (Gen Z),0.00815095777388251
445,27,4,75495.0,5,4,4,544,Champions,Usman Iqbal,Female,32,Lahore,Punjab,2026-02-28,Organic,0,26-35 (Young Millennials),0.042001241289483404
446,73,13,240144.5,4,5,5,455,Champions,Usman Raza,Female,33,Faisalabad,Punjab,2024-11-20,Google Ads,0,26-35 (Young Millennials),0.0024454853806754706
447,209,2,59561.0,2,4,3,243,At Risk / Slipping,Saad Mughal,Female,39,Rawalpindi,Punjab,2024-10-21,Organic,1,36-50 (Older Millennials),0.7032436360518498
448,43,12,389596.5,4,5,5,455,Champions,Zain Baig,Female,20,Rawalpindi,Punjab,2025-02-08,Google Ads,0,18-25 (Gen Z),0.002383750577973729
449,134,1,2477.0,3,1,2,312,Promising / Warm,Asad Malik,Female,28,Lahore,Punjab,2026-01-01,Facebook Ads,0,26-35 (Young Millennials),0.8163380386110087
450,18,7,132530.5,5,5,4,554,Champions,Ali Mughal,Female,31,Karachi,Sindh,2026-02-04,Google Ads,0,26-35 (Young Millennials),0.043065221460919866
451,25,1,35267.0,5,1,3,513,New Customers,Saad Raza,Female,42,Lahore,Punjab,2025-07-29,Google Ads,0,36-50 (Older Millennials),0.050826414143087376
452,77,1,56540.0,4,1,3,413,New Customers,Faisal Siddiqui,Male,23,Karachi,Sindh,2024-09-05,Google Ads,0,18-25 (Gen Z),0.058454060951189886
453,70,9,233295.5,4,5,5,455,Champions,Ahmed Jatoi,Male,43,Lahore,Punjab,2024-02-23,Google Ads,0,36-50 (Older Millennials),0.009745223028508075
454,595,1,8101.0,1,1,2,112,Hibernating,Zain Qureshi,Female,38,Lahore,Punjab,2024-04-12,Direct,1,36-50 (Older Millennials),0.9434394629765882
455,247,1,12397.5,2,1,2,212,Hibernating,Yasmin Malik,Other,18,Karachi,Sindh,2025-07-17,Facebook Ads,1,18-25 (Gen Z),0.8504321409282872
456,50,1,2318.0,4,1,2,412,New Customers,Fatima Qureshi,Female,48,Lahore,Punjab,2025-05-03,Google Ads,0,36-50 (Older Millennials),0.07376709328749408
457,434,1,64449.0,1,1,3,113,Hibernating,Raza Raza,Female,38,Lahore,Punjab,2024-11-24,Organic,1,36-50 (Older Millennials),0.9531627764409518
458,51,2,9180.5,4,4,2,442,Lost / Inactive,Usman Ahmed,Male,49,Rawalpindi,Punjab,2025-10-29,Organic,0,36-50 (Older Millennials),0.0405383201254623
459,68,9,92838.5,4,5,4,454,Champions,Sara Iqbal,Male,36,Karachi,Sindh,2024-06-28,Direct,0,36-50 (Older Millennials),0.055653224668524855
460,2,4,68661.5,5,4,4,544,Champions,Mariam Butt,Male,32,Karachi,Sindh,2026-05-06,Direct,0,26-35 (Young Millennials),0.04484654765922603
461,832,1,1520.0,1,1,1,111,Hibernating,Kiran Cheema,Female,23,Lahore,Punjab,2024-02-08,Facebook Ads,1,18-25 (Gen Z),0.8558307900224793
462,429,1,118172.0,1,1,4,114,Hibernating,Muhammad Abbasi,Male,27,Karachi,Sindh,2024-12-09,Facebook Ads,1,26-35 (Young Millennials),0.8385123816957458
463,711,1,6004.0,1,1,2,112,Hibernating,Usman Gill,Female,31,Karachi,Sindh,2024-05-17,TikTok Ads,1,26-35 (Young Millennials),0.9576779174732202
464,233,2,32492.5,2,4,3,243,At Risk / Slipping,Tariq Gill,Male,41,Islamabad,Islamabad Capital Territory,2024-12-04,Facebook Ads,1,36-50 (Older Millennials),0.937793758872322
465,714,1,130110.0,1,1,4,114,Hibernating,Fatima Gill,Male,22,Karachi,Sindh,2024-01-15,TikTok Ads,1,18-25 (Gen Z),0.9329659012286394
466,173,1,110370.0,2,1,4,214,Hibernating,Hina Shah,Male,28,Karachi,Sindh,2024-06-28,Google Ads,1,26-35 (Young Millennials),0.9346229502317549
467,596,1,37926.0,1,1,3,113,Hibernating,Nida Dar,Female,25,Lahore,Punjab,2024-03-29,Facebook Ads,1,18-25 (Gen Z),0.9479932324863947
468,35,6,161249.0,4,5,4,454,Champions,Kiran Sheikh,Male,32,Quetta,Balochistan,2025-05-03,Google Ads,0,26-35 (Young Millennials),0.024055982591705764
469,77,1,3060.0,4,1,2,412,New Customers,Omer Iqbal,Other,31,Karachi,Sindh,2025-01-27,TikTok Ads,0,26-35 (Young Millennials),0.05540933698308795
470,210,4,66442.0,2,4,3,243,At Risk / Slipping,Sana Gill,Female,40,Peshawar,KPK,2024-11-05,TikTok Ads,0,36-50 (Older Millennials),0.4889278315152705
471,166,1,27153.0,3,1,3,313,Promising / Warm,Sara Baig,Other,30,Karachi,Sindh,2025-10-31,Facebook Ads,1,26-35 (Young Millennials),0.8301417737484956
472,262,3,53716.5,2,4,3,243,At Risk / Slipping,Asad Iqbal,Male,30,Lahore,Punjab,2025-04-21,Google Ads,1,26-35 (Young Millennials),0.7249211431101139
473,15,8,300812.0,5,5,5,555,Champions,Usman Butt,Female,20,Rawalpindi,Punjab,2025-12-07,Facebook Ads,0,18-25 (Gen Z),0.01905930858044482
474,573,1,1680.0,1,1,1,111,Hibernating,Zain Abbasi,Male,24,Rawalpindi,Punjab,2024-08-12,Google Ads,1,18-25 (Gen Z),0.9442356886191625
476,78,1,72180.0,3,1,4,314,Promising / Warm,Faisal Farooq,Male,32,Lahore,Punjab,2026-02-19,Facebook Ads,0,26-35 (Young Millennials),0.06107371445576895
477,72,3,246487.5,4,4,5,445,Champions,Sana Hashmi,Male,35,Karachi,Sindh,2025-06-22,Facebook Ads,0,26-35 (Young Millennials),0.04668266332607744
478,31,3,110986.0,4,4,4,444,Champions,Zahra Jatoi,Male,33,Karachi,Sindh,2025-07-31,TikTok Ads,0,26-35 (Young Millennials),0.028022531694918872
480,747,1,2530.0,1,1,2,112,Hibernating,Hassan Malik,Female,47,Lahore,Punjab,2024-04-29,Google Ads,1,36-50 (Older Millennials),0.953010553751564
481,87,1,315.0,3,1,1,311,Promising / Warm,Yasmin Raza,Female,23,Lahore,Punjab,2024-04-03,Organic,0,18-25 (Gen Z),0.08607706875929949
482,91,4,137657.0,3,4,4,344,Loyal Customers,Tariq Gill,Female,43,Islamabad,Islamabad Capital Territory,2024-05-15,Referral,1,36-50 (Older Millennials),0.7295042372005648
483,292,1,114848.0,2,1,4,214,Hibernating,Tariq Qureshi,Male,34,Karachi,Sindh,2025-07-26,Facebook Ads,1,26-35 (Young Millennials),0.9460653468365078
484,77,2,28830.0,4,4,3,443,Loyal Customers,Zahra Abbasi,Female,43,Karachi,Sindh,2024-09-17,Direct,0,36-50 (Older Millennials),0.05239314987192684
485,443,1,2403.5,1,1,2,112,Hibernating,Muhammad Raza,Male,25,Karachi,Sindh,2025-03-09,Google Ads,1,18-25 (Gen Z),0.7571946092018592
486,91,12,317477.5,3,5,5,355,Loyal Customers,Asad Ali,Male,21,Karachi,Sindh,2024-03-11,Google Ads,1,18-25 (Gen Z),0.5848112904821883
488,79,10,506247.5,3,5,5,355,Loyal Customers,Hamza Qureshi,Female,18,Lahore,Punjab,2025-04-04,Facebook Ads,0,18-25 (Gen Z),0.009191999574165973
489,68,4,46774.0,4,4,3,443,Loyal Customers,Kiran Dar,Male,39,Gujranwala,Punjab,2025-10-31,TikTok Ads,0,36-50 (Older Millennials),0.06701638351751335
490,148,1,69511.5,3,1,4,314,Promising / Warm,Asad Sheikh,Female,20,Lahore,Punjab,2025-06-25,Organic,1,18-25 (Gen Z),0.9506928059364003
491,295,1,31915.0,2,1,3,213,Hibernating,Hamza Iqbal,Male,24,Lahore,Punjab,2024-11-01,Referral,1,18-25 (Gen Z),0.9562534059218315
492,24,1,12250.0,5,1,2,512,New Customers,Zahra Farooq,Female,29,Karachi,Sindh,2026-04-23,TikTok Ads,0,26-35 (Young Millennials),0.06829481203395664
493,78,3,549330.0,3,4,5,345,Loyal Customers,Sana Iqbal,Male,31,Karachi,Sindh,2024-10-09,Google Ads,0,26-35 (Young Millennials),0.04146129629299163
494,76,2,87619.0,4,4,4,444,Champions,Ayesha Sheikh,Other,18,Rawalpindi,Punjab,2025-11-07,Facebook Ads,0,18-25 (Gen Z),0.038669360798861574
495,83,6,364904.5,3,5,5,355,Loyal Customers,Mariam Hashmi,Male,38,Peshawar,KPK,2024-09-03,Facebook Ads,0,36-50 (Older Millennials),0.006702477693012119
496,60,1,960.5,4,1,1,411,New Customers,Ayesha Ali,Male,34,Lahore,Punjab,2025-04-02,Facebook Ads,0,26-35 (Young Millennials),0.06289760276066218
497,169,3,100775.0,3,4,4,344,Loyal Customers,Nida Ahmed,Male,39,Lahore,Punjab,2025-02-15,TikTok Ads,1,36-50 (Older Millennials),0.9153512664644649
498,19,1,2660.0,5,1,2,512,New Customers,Zahra Iqbal,Male,31,Karachi,Sindh,2024-05-23,Organic,0,26-35 (Young Millennials),0.060778985105470126
499,80,4,69363.0,3,4,4,344,Loyal Customers,Tariq Abbasi,Female,31,Rawalpindi,Punjab,2025-08-14,Organic,0,26-35 (Young Millennials),0.046498001316793235
500,11,1,122728.0,5,1,4,514,New Customers,Nida Shah,Male,28,Karachi,Sindh,2025-11-07,Facebook Ads,0,26-35 (Young Millennials),0.06999712837485596
501,68,2,100341.5,4,4,4,444,Champions,Tariq Iqbal,Female,23,Karachi,Sindh,2024-03-03,Direct,0,18-25 (Gen Z),0.059771306345950084
502,238,1,560.5,2,1,1,211,Hibernating,Hassan Baig,Male,19,Lahore,Punjab,2025-10-03,Facebook Ads,1,18-25 (Gen Z),0.9480504467019447
503,204,1,39412.0,2,1,3,213,Hibernating,Yasmin Qureshi,Male,21,Lahore,Punjab,2024-12-18,Google Ads,1,18-25 (Gen Z),0.9561999888373198
504,22,4,256490.5,5,4,5,545,Champions,Raza Dar,Female,18,Multan,Punjab,2025-12-14,Google Ads,0,18-25 (Gen Z),0.06085778951309426
507,4,10,266708.0,5,5,5,555,Champions,Faisal Malik,Male,24,Karachi,Sindh,2025-07-29,Google Ads,0,18-25 (Gen Z),0.005973847928547072
508,8,1,122340.0,5,1,4,514,New Customers,Mariam Qureshi,Male,37,Karachi,Sindh,2025-02-01,TikTok Ads,0,36-50 (Older Millennials),0.06083974549320558
509,3,9,480245.5,5,5,5,555,Champions,Sana Siddiqui,Male,30,Lahore,Punjab,2025-04-05,Organic,0,26-35 (Young Millennials),0.013100888412945372
510,211,1,333260.5,2,1,5,215,Hibernating,Asad Ali,Male,29,Karachi,Sindh,2024-02-22,Direct,1,26-35 (Young Millennials),0.9696049435023929
511,198,1,600.0,2,1,1,211,Hibernating,Bilal Dar,Male,29,Lahore,Punjab,2024-03-15,Organic,1,26-35 (Young Millennials),0.9482661330873756
512,65,4,309306.5,4,4,5,445,Champions,Ayesha Baig,Male,36,Karachi,Sindh,2025-05-05,Google Ads,0,36-50 (Older Millennials),0.012393359234624111
513,108,5,89629.5,3,5,4,354,Loyal Customers,Ayesha Shah,Male,21,Lahore,Punjab,2024-08-04,Facebook Ads,1,18-25 (Gen Z),0.7802626233297743
514,76,1,3021.0,4,1,2,412,New Customers,Ayesha Sheikh,Female,27,Karachi,Sindh,2024-09-05,Facebook Ads,0,26-35 (Young Millennials),0.06387742937071743
516,69,3,61083.5,4,4,3,443,Loyal Customers,Hassan Shah,Female,34,Karachi,Sindh,2025-04-22,Google Ads,0,26-35 (Young Millennials),0.04855699455583171
517,1,10,82363.5,5,5,4,554,Champions,Hassan Mughal,Female,22,Lahore,Punjab,2025-06-09,Facebook Ads,0,18-25 (Gen Z),0.0204888722367231
518,80,1,1344.0,3,1,1,311,Promising / Warm,Saad Gill,Female,28,Lahore,Punjab,2026-02-18,TikTok Ads,0,26-35 (Young Millennials),0.0631299852807465
519,757,1,26100.0,1,2,3,123,Hibernating,Omer Raza,Female,28,Karachi,Sindh,2024-02-16,Referral,1,26-35 (Young Millennials),0.7779459287867572
520,30,12,212766.5,4,5,5,455,Champions,Sara Iqbal,Male,41,Karachi,Sindh,2024-09-24,TikTok Ads,0,36-50 (Older Millennials),0.008866102149387194
521,118,2,15860.0,3,4,2,342,Lost / Inactive,Hassan Baig,Female,25,Islamabad,Islamabad Capital Territory,2024-10-29,Facebook Ads,1,18-25 (Gen Z),0.9286271347784689
522,124,1,42320.0,3,2,3,323,Promising / Warm,Hamza Raza,Female,27,Lahore,Punjab,2025-08-06,Referral,1,26-35 (Young Millennials),0.9544427377921384
523,466,1,5380.0,1,2,2,122,Hibernating,Sana Cheema,Female,33,Karachi,Sindh,2024-09-20,TikTok Ads,1,26-35 (Young Millennials),0.9663118980005001
524,278,1,68180.0,2,2,4,224,Hibernating,Amna Cheema,Female,39,Lahore,Punjab,2025-04-16,Google Ads,1,36-50 (Older Millennials),0.9520925239199418
525,8,2,29870.0,5,4,3,543,Loyal Customers,Fatima Mughal,Female,19,Lahore,Punjab,2024-07-07,Google Ads,0,18-25 (Gen Z),0.04646152432822052
526,5,4,20102.5,5,4,3,543,Loyal Customers,Hassan Ahmed,Male,28,Rawalpindi,Punjab,2026-04-17,Organic,0,26-35 (Young Millennials),0.0398856901970649
527,54,2,16869.5,4,4,2,442,Lost / Inactive,Yasmin Ahmed,Female,25,Karachi,Sindh,2024-05-20,Facebook Ads,0,18-25 (Gen Z),0.047247693303347986
528,350,1,27151.0,2,2,3,223,Hibernating,Raza Iqbal,Male,18,Rawalpindi,Punjab,2024-01-10,Facebook Ads,1,18-25 (Gen Z),0.9584433534725253
529,84,1,83961.0,3,2,4,324,Promising / Warm,Ayesha Jatoi,Male,18,Karachi,Sindh,2025-09-24,Facebook Ads,0,18-25 (Gen Z),0.04753074351173199
530,525,1,16300.0,1,2,2,122,Hibernating,Raza Hashmi,Female,31,Quetta,Balochistan,2024-01-17,Organic,1,26-35 (Young Millennials),0.9487919489100669
531,92,1,43370.0,3,2,3,323,Promising / Warm,Muhammad Farooq,Male,29,Karachi,Sindh,2024-01-18,Google Ads,1,26-35 (Young Millennials),0.8986618589136516
532,23,5,177283.5,5,5,5,555,Champions,Tariq Siddiqui,Female,34,Lahore,Punjab,2024-01-18,Organic,0,26-35 (Young Millennials),0.019809236999648813
533,232,2,82729.0,2,4,4,244,At Risk / Slipping,Tariq Qureshi,Male,29,Karachi,Sindh,2024-04-19,Facebook Ads,1,26-35 (Young Millennials),0.923856339913434
534,72,3,46919.5,4,4,3,443,Loyal Customers,Zain Jatoi,Male,22,Islamabad,Islamabad Capital Territory,2025-09-26,Google Ads,0,18-25 (Gen Z),0.04227497735942173
535,36,2,79178.0,4,4,4,444,Champions,Tariq Siddiqui,Female,19,Lahore,Punjab,2026-03-25,Organic,0,18-25 (Gen Z),0.05251375958269082
536,0,12,485601.5,5,5,5,555,Champions,Kiran Ali,Female,18,Multan,Punjab,2025-04-15,Referral,0,18-25 (Gen Z),0.0023305831571592494
537,382,2,59020.0,2,4,3,243,At Risk / Slipping,Sara Iqbal,Male,24,Islamabad,Islamabad Capital Territory,2024-11-03,Google Ads,1,18-25 (Gen Z),0.9378413018591485
538,388,1,600.0,2,2,1,221,Hibernating,Yasmin Ali,Male,38,Karachi,Sindh,2024-04-05,Organic,1,36-50 (Older Millennials),0.9497321652839953
539,71,5,256800.5,4,5,5,455,Champions,Kiran Dar,Female,47,Islamabad,Islamabad Capital Territory,2024-02-27,Direct,0,36-50 (Older Millennials),0.04171751851051767
540,187,4,73569.0,2,4,4,244,At Risk / Slipping,Raza Khan,Male,25,Lahore,Punjab,2025-05-26,TikTok Ads,1,18-25 (Gen Z),0.9087270858605447
541,103,1,130110.0,3,2,4,324,Promising / Warm,Mariam Shah,Male,30,Karachi,Sindh,2025-06-24,Organic,1,26-35 (Young Millennials),0.929338295749631
542,47,3,57447.5,4,4,3,443,Loyal Customers,Ahmed Iqbal,Female,23,Lahore,Punjab,2024-10-04,TikTok Ads,0,18-25 (Gen Z),0.03906352722817085
