customer_id,customer_name,gender,age,city,province,signup_date,signup_channel,is_churned
331,Omer Hashmi,Female,31,Lahore,Punjab,2024-06-06,Google Ads,1
332,Fatima Butt,Male,33,Karachi,Sindh,2026-01-08,Facebook Ads,0
333,Zahra Ahmed,Male,25,Rawalpindi,Punjab,2025-03-30,Google Ads,1
334,Nida Abbasi,Female,25,Karachi,Sindh,2024-08-27,Referral,1
335,Hassan Iqbal,Female,41,Islamabad,Islamabad Capital Territory,2026-05-05,Facebook Ads,0
336,Ayesha Mughal,Female,25,Rawalpindi,Punjab,2025-04-17,Facebook Ads,1
337,Amna Abbasi,Female,31,Lahore,Punjab,2024-06-14,TikTok Ads,0
338,Ayesha Hashmi,Female,18,Karachi,Sindh,2024-02-23,Direct,1
339,Raza Cheema,Male,25,Multan,Punjab,2025-12-29,Referral,0
340,Tariq Sheikh,Male,26,Faisalabad,Punjab,2024-10-06,Organic,0
341,Zahra Jatoi,Female,35,Karachi,Sindh,2024-04-03,Google Ads,1
342,Sana Gill,Male,46,Lahore,Punjab,2025-02-28,Facebook Ads,1
343,Ahmed Dar,Male,29,Karachi,Sindh,2025-01-30,Facebook Ads,1
344,Ali Mughal,Female,44,Islamabad,Islamabad Capital Territory,2024-04-11,Facebook Ads,1
345,Faisal Shah,Male,29,Lahore,Punjab,2024-02-09,TikTok Ads,1
346,Usman Cheema,Male,39,Rawalpindi,Punjab,2026-02-16,Facebook Ads,0
347,Faisal Cheema,Male,35,Karachi,Sindh,2024-03-22,Direct,1
348,Muhammad Siddiqui,Male,44,Rawalpindi,Punjab,2025-07-15,TikTok Ads,0
349,Hina Hashmi,Male,36,Islamabad,Islamabad Capital Territory,2026-03-05,TikTok Ads,0
350,Usman Iqbal,Male,34,Lahore,Punjab,2024-09-01,Organic,1
351,Mariam Hashmi,Male,28,Karachi,Sindh,2026-05-06,Organic,0
352,Saad Hashmi,Male,31,Karachi,Sindh,2026-01-05,Organic,0
353,Hamza Abbasi,Female,30,Karachi,Sindh,2024-09-03,Facebook Ads,1
354,Sara Qureshi,Male,40,Lahore,Punjab,2025-06-20,Referral,0
355,Asad Ali,Male,19,Lahore,Punjab,2025-02-03,Google Ads,1
356,Saad Ahmed,Female,35,Rawalpindi,Punjab,2024-09-16,Facebook Ads,1
357,Hina Khan,Male,31,Quetta,Balochistan,2024-12-19,Facebook Ads,0
358,Sana Sheikh,Female,42,Lahore,Punjab,2024-05-16,Direct,1
359,Ahmed Mughal,Male,26,Karachi,Sindh,2026-04-30,Organic,0
360,Amna Gill,Female,31,Karachi,Sindh,2025-10-08,TikTok Ads,1
361,Fatima Malik,Female,39,Karachi,Sindh,2024-02-07,Direct,1
362,Usman Raza,Other,18,Quetta,Balochistan,2024-07-23,Referral,1
363,Ahmed Shah,Female,25,Rawalpindi,Punjab,2026-04-14,Facebook Ads,0
364,Hassan Cheema,Male,33,Karachi,Sindh,2024-10-19,Facebook Ads,0
365,Asad Ahmed,Female,42,Islamabad,Islamabad Capital Territory,2024-10-06,Google Ads,1
366,Zain Mughal,Female,29,Karachi,Sindh,2026-01-31,Referral,0
367,Zahra Dar,Male,18,Karachi,Sindh,2025-05-23,Organic,1
368,Faisal Cheema,Female,18,Islamabad,Islamabad Capital Territory,2026-03-31,Facebook Ads,0
369,Ali Qureshi,Male,31,Islamabad,Islamabad Capital Territory,2025-07-12,Facebook Ads,0
370,Usman Shah,Female,25,Peshawar,KPK,2025-11-07,Facebook Ads,1
371,Usman Abbasi,Female,35,Lahore,Punjab,2024-06-19,TikTok Ads,1
372,Faisal Gill,Male,29,Lahore,Punjab,2026-01-14,Facebook Ads,0
373,Asad Hashmi,Female,29,Multan,Punjab,2025-10-16,Facebook Ads,1
374,Ahmed Ali,Female,31,Karachi,Sindh,2025-01-07,Facebook Ads,1
375,Tariq Butt,Male,19,Faisalabad,Punjab,2026-05-19,Google Ads,0
376,Nida Gill,Other,41,Quetta,Balochistan,2024-03-09,Facebook Ads,1
377,Sana Mughal,Male,32,Rawalpindi,Punjab,2025-09-11,Organic,0
378,Hamza Gill,Female,33,Rawalpindi,Punjab,2025-03-30,TikTok Ads,1
379,Amna Ali,Female,31,Rawalpindi,Punjab,2025-02-11,Google Ads,1
380,Omer Siddiqui,Male,35,Karachi,Sindh,2024-01-27,Facebook Ads,1
381,Hina Butt,Female,24,Karachi,Sindh,2025-07-29,Google Ads,1
382,Zain Siddiqui,Female,44,Karachi,Sindh,2024-08-07,TikTok Ads,0
383,Nida Abbasi,Female,36,Karachi,Sindh,2024-07-23,Google Ads,0
384,Zain Malik,Female,24,Karachi,Sindh,2024-06-25,Facebook Ads,0
385,Faisal Gill,Female,26,Lahore,Punjab,2025-11-14,Facebook Ads,1
386,Asad Ali,Female,18,Islamabad,Islamabad Capital Territory,2024-11-03,Direct,1
387,Fatima Butt,Male,22,Karachi,Sindh,2024-05-04,Referral,0
388,Ayesha Malik,Female,29,Karachi,Sindh,2024-01-27,Google Ads,1
389,Asad Farooq,Female,42,Lahore,Punjab,2026-04-02,Facebook Ads,0
390,Hassan Malik,Male,37,Karachi,Sindh,2024-03-08,Google Ads,0
391,Usman Dar,Female,28,Karachi,Sindh,2025-06-22,Facebook Ads,0
392,Mariam Qureshi,Male,24,Lahore,Punjab,2024-05-08,Facebook Ads,0
393,Omer Ali,Female,44,Rawalpindi,Punjab,2024-05-11,Facebook Ads,0
394,Amna Farooq,Male,35,Karachi,Sindh,2026-02-25,Facebook Ads,0
395,Hamza Qureshi,Male,41,Karachi,Sindh,2026-05-01,Direct,0
396,Zain Jatoi,Male,37,Karachi,Sindh,2024-06-14,Google Ads,1
397,Omer Iqbal,Female,35,Islamabad,Islamabad Capital Territory,2026-05-16,Organic,0
398,Ali Siddiqui,Female,33,Karachi,Sindh,2024-05-08,Organic,0
399,Raza Abbasi,Male,40,Lahore,Punjab,2025-05-29,TikTok Ads,0
400,Raza Butt,Male,31,Lahore,Punjab,2024-06-24,Organic,1
401,Yasmin Hashmi,Female,24,Faisalabad,Punjab,2026-05-12,Facebook Ads,0
402,Sara Ahmed,Male,26,Quetta,Balochistan,2024-03-24,Facebook Ads,1
403,Ahmed Baig,Male,34,Islamabad,Islamabad Capital Territory,2026-02-24,Google Ads,0
404,Sara Qureshi,Male,25,Lahore,Punjab,2025-05-24,Organic,1
405,Raza Farooq,Female,30,Karachi,Sindh,2025-05-09,TikTok Ads,1
406,Sana Dar,Male,30,Karachi,Sindh,2025-12-06,Facebook Ads,1
407,Ahmed Butt,Female,27,Faisalabad,Punjab,2025-04-20,Organic,0
408,Ayesha Shah,Female,18,Islamabad,Islamabad Capital Territory,2026-01-05,Google Ads,1
409,Omer Mughal,Male,20,Sialkot,Punjab,2026-02-17,Facebook Ads,0
410,Asad Jatoi,Female,18,Faisalabad,Punjab,2024-09-04,TikTok Ads,1
411,Zahra Sheikh,Male,43,Lahore,Punjab,2024-05-24,Direct,1
412,Zain Ahmed,Female,26,Multan,Punjab,2025-09-22,Google Ads,0
413,Mariam Iqbal,Male,35,Multan,Punjab,2026-04-13,Facebook Ads,0
414,Omer Baig,Male,18,Lahore,Punjab,2026-02-20,TikTok Ads,0
415,Fatima Cheema,Female,24,Islamabad,Islamabad Capital Territory,2025-05-25,Direct,0
416,Usman Cheema,Other,33,Karachi,Sindh,2025-02-06,Facebook Ads,1
417,Tariq Gill,Male,29,Karachi,Sindh,2025-08-20,Direct,0
418,Asad Ahmed,Female,39,Lahore,Punjab,2025-09-03,Google Ads,1
419,Raza Cheema,Male,39,Karachi,Sindh,2026-05-17,Google Ads,0
420,Zain Qureshi,Female,18,Quetta,Balochistan,2026-01-14,Facebook Ads,0
421,Asad Dar,Female,19,Rawalpindi,Punjab,2024-02-22,Facebook Ads,1
422,Sara Farooq,Female,39,Quetta,Balochistan,2024-03-16,Google Ads,1
423,Kiran Jatoi,Female,30,Karachi,Sindh,2026-04-25,Organic,0
424,Nida Hashmi,Male,19,Lahore,Punjab,2025-02-07,Facebook Ads,0
425,Asad Shah,Female,42,Karachi,Sindh,2026-02-12,Facebook Ads,0
426,Hamza Raza,Female,36,Karachi,Sindh,2025-05-27,Organic,1
427,Ahmed Ahmed,Other,27,Faisalabad,Punjab,2025-12-31,Organic,0
428,Omer Cheema,Male,46,Lahore,Punjab,2025-09-12,Direct,0
429,Tariq Malik,Female,27,Karachi,Sindh,2024-06-15,Facebook Ads,1
430,Kiran Hashmi,Female,28,Lahore,Punjab,2025-08-30,Direct,0
431,Omer Jatoi,Female,35,Karachi,Sindh,2025-12-26,Google Ads,0
432,Sara Abbasi,Male,29,Karachi,Sindh,2025-01-12,Facebook Ads,1
433,Omer Sheikh,Female,37,Lahore,Punjab,2026-03-26,Google Ads,0
434,Hina Khan,Female,32,Lahore,Punjab,2025-11-02,TikTok Ads,1
435,Amna Baig,Male,38,Karachi,Sindh,2025-08-20,TikTok Ads,0
436,Saad Butt,Female,21,Quetta,Balochistan,2024-05-31,Facebook Ads,1
437,Yasmin Iqbal,Other,25,Faisalabad,Punjab,2025-12-18,Facebook Ads,0
438,Zain Raza,Other,45,Islamabad,Islamabad Capital Territory,2024-11-17,Organic,1
439,Mariam Malik,Male,31,Lahore,Punjab,2025-02-24,TikTok Ads,1
440,Tariq Hashmi,Male,32,Faisalabad,Punjab,2025-12-23,TikTok Ads,1
441,Hamza Jatoi,Female,38,Karachi,Sindh,2025-11-09,TikTok Ads,1
442,Saad Jatoi,Male,39,Lahore,Punjab,2025-04-15,TikTok Ads,1
443,Hassan Shah,Female,32,Gujranwala,Punjab,2025-09-16,Facebook Ads,0
444,Saad Raza,Female,23,Quetta,Balochistan,2025-07-25,Google Ads,0
445,Usman Iqbal,Female,32,Lahore,Punjab,2026-02-28,Organic,0
446,Usman Raza,Female,33,Faisalabad,Punjab,2024-11-20,Google Ads,0
447,Saad Mughal,Female,39,Rawalpindi,Punjab,2024-10-21,Organic,1
448,Zain Baig,Female,20,Rawalpindi,Punjab,2025-02-08,Google Ads,0
449,Asad Malik,Female,28,Lahore,Punjab,2026-01-01,Facebook Ads,0
450,Ali Mughal,Female,31,Karachi,Sindh,2026-02-04,Google Ads,0
451,Saad Raza,Female,42,Lahore,Punjab,2025-07-29,Google Ads,0
452,Faisal Siddiqui,Male,23,Karachi,Sindh,2024-09-05,Google Ads,0
453,Ahmed Jatoi,Male,43,Lahore,Punjab,2024-02-23,Google Ads,0
454,Zain Qureshi,Female,38,Lahore,Punjab,2024-04-12,Direct,1
455,Yasmin Malik,Other,18,Karachi,Sindh,2025-07-17,Facebook Ads,1
456,Fatima Qureshi,Female,48,Lahore,Punjab,2025-05-03,Google Ads,0
457,Raza Raza,Female,38,Lahore,Punjab,2024-11-24,Organic,1
458,Usman Ahmed,Male,49,Rawalpindi,Punjab,2025-10-29,Organic,0
459,Sara Iqbal,Male,36,Karachi,Sindh,2024-06-28,Direct,0
460,Mariam Butt,Male,32,Karachi,Sindh,2026-05-06,Direct,0
461,Kiran Cheema,Female,23,Lahore,Punjab,2024-02-08,Facebook Ads,1
462,Muhammad Abbasi,Male,27,Karachi,Sindh,2024-12-09,Facebook Ads,1
463,Usman Gill,Female,31,Karachi,Sindh,2024-05-17,TikTok Ads,1
464,Tariq Gill,Male,41,Islamabad,Islamabad Capital Territory,2024-12-04,Facebook Ads,1
465,Fatima Gill,Male,22,Karachi,Sindh,2024-01-15,TikTok Ads,1
466,Hina Shah,Male,28,Karachi,Sindh,2024-06-28,Google Ads,1
467,Nida Dar,Female,25,Lahore,Punjab,2024-03-29,Facebook Ads,1
468,Kiran Sheikh,Male,32,Quetta,Balochistan,2025-05-03,Google Ads,0
469,Omer Iqbal,Other,31,Karachi,Sindh,2025-01-27,TikTok Ads,0
470,Sana Gill,Female,40,Peshawar,KPK,2024-11-05,TikTok Ads,0
471,Sara Baig,Other,30,Karachi,Sindh,2025-10-31,Facebook Ads,1
472,Asad Iqbal,Male,30,Lahore,Punjab,2025-04-21,Google Ads,1
473,Usman Butt,Female,20,Rawalpindi,Punjab,2025-12-07,Facebook Ads,0
474,Zain Abbasi,Male,24,Rawalpindi,Punjab,2024-08-12,Google Ads,1
475,Hamza Cheema,Female,24,Lahore,Punjab,2025-03-01,Google Ads,0
476,Faisal Farooq,Male,32,Lahore,Punjab,2026-02-19,Facebook Ads,0
477,Sana Hashmi,Male,35,Karachi,Sindh,2025-06-22,Facebook Ads,0
478,Zahra Jatoi,Male,33,Karachi,Sindh,2025-07-31,TikTok Ads,0
479,Zain Ahmed,Male,37,Karachi,Sindh,2025-08-09,Google Ads,1
480,Hassan Malik,Female,47,Lahore,Punjab,2024-04-29,Google Ads,1
481,Yasmin Raza,Female,23,Lahore,Punjab,2024-04-03,Organic,0
482,Tariq Gill,Female,43,Islamabad,Islamabad Capital Territory,2024-05-15,Referral,1
483,Tariq Qureshi,Male,34,Karachi,Sindh,2025-07-26,Facebook Ads,1
484,Zahra Abbasi,Female,43,Karachi,Sindh,2024-09-17,Direct,0
485,Muhammad Raza,Male,25,Karachi,Sindh,2025-03-09,Google Ads,1
486,Asad Ali,Male,21,Karachi,Sindh,2024-03-11,Google Ads,1
487,Saad Ahmed,Male,31,Multan,Punjab,2026-02-26,TikTok Ads,0
488,Hamza Qureshi,Female,18,Lahore,Punjab,2025-04-04,Facebook Ads,0
489,Kiran Dar,Male,39,Gujranwala,Punjab,2025-10-31,TikTok Ads,0
490,Asad Sheikh,Female,20,Lahore,Punjab,2025-06-25,Organic,1
491,Hamza Iqbal,Male,24,Lahore,Punjab,2024-11-01,Referral,1
492,Zahra Farooq,Female,29,Karachi,Sindh,2026-04-23,TikTok Ads,0
493,Sana Iqbal,Male,31,Karachi,Sindh,2024-10-09,Google Ads,0
494,Ayesha Sheikh,Other,18,Rawalpindi,Punjab,2025-11-07,Facebook Ads,0
495,Mariam Hashmi,Male,38,Peshawar,KPK,2024-09-03,Facebook Ads,0
496,Ayesha Ali,Male,34,Lahore,Punjab,2025-04-02,Facebook Ads,0
497,Nida Ahmed,Male,39,Lahore,Punjab,2025-02-15,TikTok Ads,1
498,Zahra Iqbal,Male,31,Karachi,Sindh,2024-05-23,Organic,0
499,Tariq Abbasi,Female,31,Rawalpindi,Punjab,2025-08-14,Organic,0
500,Nida Shah,Male,28,Karachi,Sindh,2025-11-07,Facebook Ads,0
501,Tariq Iqbal,Female,23,Karachi,Sindh,2024-03-03,Direct,0
502,Hassan Baig,Male,19,Lahore,Punjab,2025-10-03,Facebook Ads,1
503,Yasmin Qureshi,Male,21,Lahore,Punjab,2024-12-18,Google Ads,1
504,Raza Dar,Female,18,Multan,Punjab,2025-12-14,Google Ads,0
505,Mariam Qureshi,Female,30,Lahore,Punjab,2024-07-07,Direct,1
506,Amna Farooq,Male,29,Faisalabad,Punjab,2024-11-03,Organic,1
507,Faisal Malik,Male,24,Karachi,Sindh,2025-07-29,Google Ads,0
508,Mariam Qureshi,Male,37,Karachi,Sindh,2025-02-01,TikTok Ads,0
509,Sana Siddiqui,Male,30,Lahore,Punjab,2025-04-05,Organic,0
510,Asad Ali,Male,29,Karachi,Sindh,2024-02-22,Direct,1
511,Bilal Dar,Male,29,Lahore,Punjab,2024-03-15,Organic,1
512,Ayesha Baig,Male,36,Karachi,Sindh,2025-05-05,Google Ads,0
513,Ayesha Shah,Male,21,Lahore,Punjab,2024-08-04,Facebook Ads,1
514,Ayesha Sheikh,Female,27,Karachi,Sindh,2024-09-05,Facebook Ads,0
515,Faisal Hashmi,Female,30,Quetta,Balochistan,2024-09-02,Google Ads,1
516,Hassan Shah,Female,34,Karachi,Sindh,2025-04-22,Google Ads,0
517,Hassan Mughal,Female,22,Lahore,Punjab,2025-06-09,Facebook Ads,0
518,Saad Gill,Female,28,Lahore,Punjab,2026-02-18,TikTok Ads,0
519,Omer Raza,Female,28,Karachi,Sindh,2024-02-16,Referral,1
520,Sara Iqbal,Male,41,Karachi,Sindh,2024-09-24,TikTok Ads,0
521,Hassan Baig,Female,25,Islamabad,Islamabad Capital Territory,2024-10-29,Facebook Ads,1
522,Hamza Raza,Female,27,Lahore,Punjab,2025-08-06,Referral,1
523,Sana Cheema,Female,33,Karachi,Sindh,2024-09-20,TikTok Ads,1
524,Amna Cheema,Female,39,Lahore,Punjab,2025-04-16,Google Ads,1
525,Fatima Mughal,Female,19,Lahore,Punjab,2024-07-07,Google Ads,0
526,Hassan Ahmed,Male,28,Rawalpindi,Punjab,2026-04-17,Organic,0
527,Yasmin Ahmed,Female,25,Karachi,Sindh,2024-05-20,Facebook Ads,0
528,Raza Iqbal,Male,18,Rawalpindi,Punjab,2024-01-10,Facebook Ads,1
529,Ayesha Jatoi,Male,18,Karachi,Sindh,2025-09-24,Facebook Ads,0
530,Raza Hashmi,Female,31,Quetta,Balochistan,2024-01-17,Organic,1
531,Muhammad Farooq,Male,29,Karachi,Sindh,2024-01-18,Google Ads,1
532,Tariq Siddiqui,Female,34,Lahore,Punjab,2024-01-18,Organic,0
533,Tariq Qureshi,Male,29,Karachi,Sindh,2024-04-19,Facebook Ads,1
534,Zain Jatoi,Male,22,Islamabad,Islamabad Capital Territory,2025-09-26,Google Ads,0
535,Tariq Siddiqui,Female,19,Lahore,Punjab,2026-03-25,Organic,0
536,Kiran Ali,Female,18,Multan,Punjab,2025-04-15,Referral,0
537,Sara Iqbal,Male,24,Islamabad,Islamabad Capital Territory,2024-11-03,Google Ads,1
538,Yasmin Ali,Male,38,Karachi,Sindh,2024-04-05,Organic,1
539,Kiran Dar,Female,47,Islamabad,Islamabad Capital Territory,2024-02-27,Direct,0
540,Raza Khan,Male,25,Lahore,Punjab,2025-05-26,TikTok Ads,1
541,Mariam Shah,Male,30,Karachi,Sindh,2025-06-24,Organic,1
542,Ahmed Iqbal,Female,23,Lahore,Punjab,2024-10-04,TikTok Ads,0
543,Ahmed Ali,Female,27,Karachi,Sindh,2025-07-10,Facebook Ads,0
544,Sara Ahmed,Female,31,Peshawar,KPK,2024-01-17,Organic,1
545,Ayesha Baig,Female,19,Karachi,Sindh,2024-03-19,Organic,1
546,Usman Butt,Female,22,Islamabad,Islamabad Capital Territory,2025-11-24,Facebook Ads,0
547,Hassan Shah,Male,39,Karachi,Sindh,2026-03-20,Facebook Ads,0
548,Faisal Ali,Female,35,Karachi,Sindh,2024-02-24,Referral,0
549,Zain Qureshi,Male,37,Lahore,Punjab,2024-12-14,Google Ads,1
550,Nida Hashmi,Female,23,Karachi,Sindh,2026-03-03,Facebook Ads,0
551,Omer Khan,Female,40,Lahore,Punjab,2025-05-17,Google Ads,1
552,Sana Mughal,Female,34,Karachi,Sindh,2025-03-18,Referral,0
553,Fatima Baig,Male,24,Quetta,Balochistan,2026-03-01,TikTok Ads,0
554,Nida Abbasi,Male,37,Lahore,Punjab,2024-03-25,Organic,0
555,Bilal Malik,Male,34,Karachi,Sindh,2026-01-27,Facebook Ads,0
556,Kiran Shah,Male,38,Peshawar,KPK,2024-01-06,Facebook Ads,1
557,Usman Gill,Female,21,Lahore,Punjab,2024-04-14,TikTok Ads,0
558,Hamza Ali,Female,18,Peshawar,KPK,2025-07-24,Facebook Ads,0
559,Hassan Jatoi,Male,28,Multan,Punjab,2024-04-01,TikTok Ads,1
560,Asad Farooq,Female,27,Karachi,Sindh,2025-01-29,Organic,1
561,Muhammad Abbasi,Male,28,Rawalpindi,Punjab,2026-01-12,Google Ads,1
562,Hassan Iqbal,Male,32,Faisalabad,Punjab,2025-12-02,Organic,0
563,Kiran Butt,Female,35,Karachi,Sindh,2024-10-01,Google Ads,1
564,Saad Malik,Female,39,Sialkot,Punjab,2024-10-09,Direct,0
565,Mariam Abbasi,Male,33,Rawalpindi,Punjab,2025-01-04,Facebook Ads,0
566,Bilal Iqbal,Female,24,Lahore,Punjab,2025-08-31,Organic,0
567,Nida Raza,Male,32,Lahore,Punjab,2024-11-07,Google Ads,1
568,Muhammad Dar,Female,43,Karachi,Sindh,2026-04-03,TikTok Ads,0
569,Omer Gill,Male,36,Lahore,Punjab,2024-11-03,Organic,1
570,Omer Hashmi,Male,33,Karachi,Sindh,2025-05-05,Google Ads,0
571,Omer Butt,Female,28,Rawalpindi,Punjab,2024-10-25,Facebook Ads,0
572,Hina Cheema,Male,23,Lahore,Punjab,2024-11-29,Organic,1
573,Kiran Siddiqui,Female,20,Lahore,Punjab,2025-01-08,Organic,0
574,Zain Baig,Male,33,Lahore,Punjab,2025-11-29,Facebook Ads,0
575,Amna Farooq,Other,23,Peshawar,KPK,2026-01-14,Google Ads,0
576,Zahra Raza,Female,35,Karachi,Sindh,2026-05-01,Facebook Ads,0
577,Faisal Ali,Female,35,Gujranwala,Punjab,2025-11-20,Google Ads,0
578,Saad Malik,Male,27,Lahore,Punjab,2024-09-15,Organic,1
579,Yasmin Malik,Female,31,Lahore,Punjab,2024-03-16,Google Ads,1
580,Zahra Hashmi,Female,37,Islamabad,Islamabad Capital Territory,2025-07-01,Facebook Ads,1
581,Tariq Qureshi,Female,18,Rawalpindi,Punjab,2025-12-19,Facebook Ads,0
582,Hassan Hashmi,Male,40,Lahore,Punjab,2024-04-21,Google Ads,1
583,Amna Iqbal,Female,25,Lahore,Punjab,2024-06-19,TikTok Ads,1
584,Raza Hashmi,Other,31,Lahore,Punjab,2025-10-22,TikTok Ads,1
585,Yasmin Dar,Female,38,Karachi,Sindh,2026-03-26,Organic,0
586,Mariam Sheikh,Other,34,Lahore,Punjab,2024-09-21,Facebook Ads,1
587,Sana Jatoi,Male,28,Rawalpindi,Punjab,2025-04-01,Organic,0
588,Asad Dar,Male,26,Rawalpindi,Punjab,2024-12-19,Google Ads,0
589,Muhammad Cheema,Female,20,Karachi,Sindh,2024-03-28,Google Ads,0
590,Zain Malik,Female,28,Karachi,Sindh,2025-04-11,Facebook Ads,0
591,Ayesha Jatoi,Female,42,Gujranwala,Punjab,2024-04-09,Direct,1
592,Zahra Gill,Female,35,Lahore,Punjab,2024-02-15,Google Ads,1
593,Faisal Sheikh,Other,39,Karachi,Sindh,2024-12-17,Google Ads,1
594,Raza Sheikh,Male,34,Faisalabad,Punjab,2026-01-28,Google Ads,0
595,Sana Jatoi,Male,45,Karachi,Sindh,2024-12-04,Google Ads,1
596,Hassan Qureshi,Male,42,Karachi,Sindh,2026-03-27,Facebook Ads,0
597,Kiran Butt,Female,31,Karachi,Sindh,2025-02-09,Direct,1
598,Muhammad Hashmi,Female,18,Karachi,Sindh,2025-08-29,Google Ads,0
599,Mariam Dar,Other,34,Lahore,Punjab,2024-08-07,Google Ads,1
600,Ayesha Siddiqui,Male,25,Karachi,Sindh,2025-08-14,Facebook Ads,1
601,Zain Farooq,Female,29,Lahore,Punjab,2024-07-20,Organic,1
602,Zahra Sheikh,Female,44,Rawalpindi,Punjab,2025-06-24,Facebook Ads,0
603,Raza Shah,Female,22,Rawalpindi,Punjab,2025-08-24,TikTok Ads,1
604,Zain Mughal,Female,32,Peshawar,KPK,2025-09-24,Facebook Ads,0
605,Fatima Abbasi,Male,29,Karachi,Sindh,2025-11-19,Facebook Ads,0
606,Hamza Shah,Female,28,Multan,Punjab,2024-04-29,Facebook Ads,1
607,Fatima Mughal,Female,37,Lahore,Punjab,2025-03-04,Organic,1
608,Nida Malik,Female,23,Karachi,Sindh,2024-07-09,Google Ads,1
609,Saad Farooq,Male,18,Karachi,Sindh,2025-07-22,Direct,1
610,Fatima Cheema,Male,37,Karachi,Sindh,2024-11-18,TikTok Ads,0
611,Zahra Hashmi,Female,30,Peshawar,KPK,2024-01-10,Facebook Ads,0
612,Saad Malik,Female,34,Lahore,Punjab,2025-07-29,Facebook Ads,0
613,Tariq Cheema,Female,36,Karachi,Sindh,2025-03-01,TikTok Ads,0
614,Faisal Gill,Male,19,Lahore,Punjab,2025-08-01,Referral,1
615,Muhammad Iqbal,Female,18,Karachi,Sindh,2024-08-18,Facebook Ads,1
616,Hassan Abbasi,Female,39,Karachi,Sindh,2025-08-02,Facebook Ads,1
617,Hina Cheema,Male,31,Lahore,Punjab,2025-08-09,Facebook Ads,1
618,Zain Siddiqui,Female,39,Faisalabad,Punjab,2025-07-09,Organic,1
619,Amna Ahmed,Female,31,Lahore,Punjab,2025-07-13,Facebook Ads,0
620,Ayesha Qureshi,Male,27,Lahore,Punjab,2024-10-31,Google Ads,0
621,Ahmed Gill,Male,33,Lahore,Punjab,2025-03-25,Google Ads,1
622,Zain Iqbal,Female,37,Islamabad,Islamabad Capital Territory,2026-05-31,Google Ads,0
623,Faisal Hashmi,Male,30,Rawalpindi,Punjab,2025-09-22,Google Ads,1
624,Hamza Raza,Male,24,Karachi,Sindh,2025-08-06,Organic,1
625,Asad Farooq,Male,24,Karachi,Sindh,2024-11-27,Facebook Ads,0
626,Faisal Abbasi,Female,23,Rawalpindi,Punjab,2026-05-28,Google Ads,0
627,Tariq Sheikh,Female,32,Faisalabad,Punjab,2024-03-01,Direct,1
628,Bilal Malik,Male,27,Karachi,Sindh,2024-09-12,Google Ads,1
629,Hamza Shah,Female,37,Lahore,Punjab,2025-05-16,Google Ads,1
630,Hamza Baig,Female,29,Karachi,Sindh,2025-01-19,TikTok Ads,0
631,Zahra Ali,Male,26,Rawalpindi,Punjab,2025-02-16,Referral,1
632,Tariq Siddiqui,Female,39,Karachi,Sindh,2025-04-10,Google Ads,1
633,Saad Shah,Male,37,Lahore,Punjab,2026-01-18,TikTok Ads,1
634,Zahra Mughal,Female,24,Rawalpindi,Punjab,2024-08-11,Google Ads,1
635,Mariam Raza,Female,30,Karachi,Sindh,2026-04-28,TikTok Ads,0
636,Usman Shah,Male,36,Rawalpindi,Punjab,2025-08-02,Facebook Ads,0
637,Saad Shah,Male,27,Karachi,Sindh,2024-02-17,Direct,1
638,Zain Gill,Other,26,Islamabad,Islamabad Capital Territory,2026-05-28,Facebook Ads,0
639,Fatima Gill,Female,46,Karachi,Sindh,2024-07-26,Direct,0
640,Faisal Malik,Female,21,Rawalpindi,Punjab,2024-06-11,Google Ads,0
641,Bilal Ali,Female,29,Sialkot,Punjab,2024-03-25,TikTok Ads,1
642,Asad Butt,Female,33,Lahore,Punjab,2026-01-13,Facebook Ads,0
643,Faisal Iqbal,Male,28,Karachi,Sindh,2025-12-21,Facebook Ads,1
644,Zain Khan,Male,37,Lahore,Punjab,2024-05-15,Google Ads,1
645,Sara Iqbal,Female,34,Karachi,Sindh,2024-01-10,Organic,0
646,Muhammad Shah,Female,32,Karachi,Sindh,2025-12-11,Direct,0
647,Hamza Cheema,Female,31,Islamabad,Islamabad Capital Territory,2024-04-01,Facebook Ads,1
648,Hina Sheikh,Female,40,Lahore,Punjab,2024-11-02,Organic,1
649,Hamza Dar,Male,18,Lahore,Punjab,2025-10-18,Organic,0
650,Yasmin Malik,Male,25,Karachi,Sindh,2025-09-16,Facebook Ads,0
651,Raza Butt,Male,36,Karachi,Sindh,2025-10-05,Facebook Ads,0
652,Hina Malik,Female,34,Karachi,Sindh,2026-05-30,Facebook Ads,0
653,Ayesha Ali,Male,42,Islamabad,Islamabad Capital Territory,2026-02-09,TikTok Ads,0
654,Zain Baig,Female,27,Lahore,Punjab,2025-03-15,Organic,1
655,Omer Malik,Male,33,Lahore,Punjab,2024-09-11,Facebook Ads,1
656,Hassan Hashmi,Female,29,Islamabad,Islamabad Capital Territory,2026-03-08,Facebook Ads,0
657,Faisal Khan,Female,26,Karachi,Sindh,2024-07-29,Direct,0
658,Tariq Hashmi,Female,31,Karachi,Sindh,2024-10-29,Organic,0
659,Raza Ahmed,Male,36,Islamabad,Islamabad Capital Territory,2025-05-21,Google Ads,1
660,Kiran Sheikh,Male,19,Karachi,Sindh,2025-06-24,Facebook Ads,0
661,Muhammad Mughal,Male,34,Faisalabad,Punjab,2025-01-31,Organic,0
